MAE_val,RMSE_val,Loss_val,RegLoss_val,epoch,train_loss,reg_loss,MAE,RMSE,Loss,RegLoss
456475.65625,522207.40625,15.143617630004883,0.0,0,79.38423919677734,0.0,3072826.75,5684684.5,79.350341796875,0.0
236039.0,257497.125,7.758967876434326,0.0,1,6.686275005340576,0.0,263137.65625,361893.25,6.685102939605713,0.0
43331.765625,49522.76171875,1.306793451309204,0.0,2,2.3137547969818115,0.0,92834.5390625,117169.9453125,2.3129465579986572,0.0
3455.477294921875,4176.330078125,0.03330564498901367,0.0,3,0.0985419899225235,0.0,6839.408203125,9161.951171875,0.09850632399320602,0.0
3168.81298828125,3937.8291015625,0.030038392171263695,0.0,4,0.023509204387664795,0.0,3250.27734375,4319.521484375,0.023508315905928612,0.0
3143.52294921875,3942.8349609375,0.030182350426912308,0.0,5,0.02161085419356823,0.0,3057.806640625,4095.040283203125,0.021610921248793602,0.0
3122.0498046875,3922.2099609375,0.029984140768647194,0.0,6,0.02061266079545021,0.0,2951.478515625,3967.807373046875,0.02061179280281067,0.0
3092.400634765625,3912.978759765625,0.030010974034667015,0.0,7,0.019948510453104973,0.0,2879.3642578125,3879.46533203125,0.019949592649936676,0.0
5412.80029296875,6470.6259765625,0.07560843229293823,0.0,8,0.02972104586660862,0.0,3587.840087890625,4599.9326171875,0.029732393100857735,0.0
6688.2939453125,8287.34765625,0.11658482253551483,0.0,9,0.06017865240573883,0.0,5587.5732421875,6703.388671875,0.060182251036167145,0.0
6519.8212890625,7753.85302734375,0.10518154501914978,0.0,10,0.07233725488185883,0.0,6185.4794921875,7388.59814453125,0.07233814895153046,0.0
4011.473388671875,4961.34619140625,0.04583927243947983,0.0,11,0.050922393798828125,0.0,4991.17578125,6088.865234375,0.05091102793812752,0.0
3095.48095703125,3959.41259765625,0.030905211344361305,0.0,12,0.02100166119635105,0.0,2945.32421875,3908.07275390625,0.021001072600483894,0.0
3115.34326171875,3991.1728515625,0.031464554369449615,0.0,13,0.01894228160381317,0.0,2764.161865234375,3716.072998046875,0.01894281804561615,0.0
2998.13818359375,3875.85986328125,0.029967311769723892,0.0,14,0.018580084666609764,0.0,2731.639404296875,3677.06591796875,0.018579233437776566,0.0
3201.011474609375,4042.714111328125,0.031477514654397964,0.0,15,0.018317416310310364,0.0,2707.145263671875,3648.117919921875,0.018317850306630135,0.0
3106.99267578125,3957.81298828125,0.030590752139687538,0.0,16,0.018121177330613136,0.0,2690.607666015625,3626.3837890625,0.018122192472219467,0.0
3052.418701171875,3915.0244140625,0.03021986410021782,0.0,17,0.018029028549790382,0.0,2682.887939453125,3615.634765625,0.01802920177578926,0.0
3129.372314453125,3981.622314453125,0.030902301892638206,0.0,18,0.018062308430671692,0.0,2686.83251953125,3618.408203125,0.01806383952498436,0.0
3071.707763671875,3915.5234375,0.029951902106404305,0.0,19,0.01814514398574829,0.0,2694.475341796875,3626.069580078125,0.01814560405910015,0.0
3033.886474609375,3906.167236328125,0.03046473301947117,0.0,20,0.01815582625567913,0.0,2697.54833984375,3626.114013671875,0.01815495267510414,0.0
3130.587890625,3999.58642578125,0.031142907217144966,0.0,21,0.018239090219140053,0.0,2704.494140625,3633.702392578125,0.018238181248307228,0.0
3030.04248046875,3900.20458984375,0.030527504161000252,0.0,22,0.018322790041565895,0.0,2714.2734375,3642.326904296875,0.01832268014550209,0.0
3126.234375,3974.658935546875,0.030577417463064194,0.0,23,0.01826595328748226,0.0,2709.441162109375,3636.30029296875,0.01826579123735428,0.0
3073.12158203125,3931.619873046875,0.03032997064292431,0.0,24,0.01813201978802681,0.0,2698.463623046875,3622.529052734375,0.018133262172341347,0.0
3045.52099609375,3937.957275390625,0.030957654118537903,0.0,25,0.01808694750070572,0.0,2694.483642578125,3618.083984375,0.018087245523929596,0.0
3013.34521484375,3864.8359375,0.02958149090409279,0.0,26,0.017990795895457268,0.0,2685.396484375,3608.220947265625,0.01799103245139122,0.0
3045.956787109375,3896.0634765625,0.029891056939959526,0.0,27,0.017973585054278374,0.0,2684.57470703125,3606.378662109375,0.017974212765693665,0.0
3020.0947265625,3867.221923828125,0.02963053435087204,0.0,28,0.01790953055024147,0.0,2678.724365234375,3599.31982421875,0.01791001483798027,0.0
3077.723388671875,3920.338623046875,0.03007340058684349,0.0,29,0.017853252589702606,0.0,2673.622802734375,3593.342529296875,0.017854096367955208,0.0
